data_hora,instancia,algoritmo,alfa,num_iteracoes,tamanho_bloco,seed,tempo_seg,melhor_custo,media_custos,melhor_alfa
2026-07-05 17:48:31,../PCSPG-CRR\C01-A.stp,guloso,,,,1783284511,0.010,18,18,
2026-07-05 17:48:31,../PCSPG-CRR\C01-A.stp,randomizado,0.1,30,,1783284511,0.292,18,18,
2026-07-05 17:48:34,../PCSPG-CRR\C01-A.stp,reativo,0.1;0.2;0.3,300,30,1783284511,2.975,18,18,0.3
2026-07-05 17:48:34,../PCSPG-CRR\C01-B.stp,guloso,,,,1783284512,0.010,118,118,
2026-07-05 17:48:34,../PCSPG-CRR\C01-B.stp,randomizado,0.1,30,,1783284512,0.301,118,122,
2026-07-05 17:48:37,../PCSPG-CRR\C01-B.stp,reativo,0.1;0.2;0.3,300,30,1783284512,2.929,97,120.583333333333,0.3
2026-07-05 17:48:37,../PCSPG-CRR\C02-A.stp,guloso,,,,1783284513,0.010,50,50,
2026-07-05 17:48:38,../PCSPG-CRR\C02-A.stp,randomizado,0.1,30,,1783284513,0.279,50,50,
2026-07-05 17:48:41,../PCSPG-CRR\C02-A.stp,reativo,0.1;0.2;0.3,300,30,1783284513,2.876,50,50,0.1
2026-07-05 17:48:41,../PCSPG-CRR\C02-B.stp,guloso,,,,1783284514,0.010,213,213,
2026-07-05 17:48:41,../PCSPG-CRR\C02-B.stp,randomizado,0.1,30,,1783284514,0.294,191,202.466666666667,
2026-07-05 17:48:44,../PCSPG-CRR\C02-B.stp,reativo,0.1;0.2;0.3,300,30,1783284514,2.918,186,198.31,0.3
2026-07-05 17:48:44,../PCSPG-CRR\C03-A.stp,guloso,,,,1783284515,0.010,414,414,
2026-07-05 17:48:44,../PCSPG-CRR\C03-A.stp,randomizado,0.1,30,,1783284515,0.294,414,414,
2026-07-05 17:48:47,../PCSPG-CRR\C03-A.stp,reativo,0.1;0.2;0.3,300,30,1783284515,2.830,414,414,0.2
2026-07-05 17:48:47,../PCSPG-CRR\C03-B.stp,guloso,,,,1783284516,0.010,829,829,
2026-07-05 17:48:47,../PCSPG-CRR\C03-B.stp,randomizado,0.1,30,,1783284516,0.294,826,845.1,
2026-07-05 17:48:50,../PCSPG-CRR\C03-B.stp,reativo,0.1;0.2;0.3,300,30,1783284516,2.895,815,841.67,0.3
2026-07-05 17:48:50,../PCSPG-CRR\C04-A.stp,guloso,,,,1783284517,0.010,626,626,
2026-07-05 17:48:51,../PCSPG-CRR\C04-A.stp,randomizado,0.1,30,,1783284517,0.281,626,626.6,
2026-07-05 17:48:53,../PCSPG-CRR\C04-A.stp,reativo,0.1;0.2;0.3,300,30,1783284517,2.878,618,626.68,0.3
2026-07-05 17:48:53,../PCSPG-CRR\C04-B.stp,guloso,,,,1783284518,0.010,1134,1134,
2026-07-05 17:48:54,../PCSPG-CRR\C04-B.stp,randomizado,0.1,30,,1783284518,0.292,1130,1141.9,
2026-07-05 17:48:57,../PCSPG-CRR\C04-B.stp,reativo,0.1;0.2;0.3,300,30,1783284518,2.990,1122,1140.86333333333,0.2
2026-07-05 17:48:57,../PCSPG-CRR\C05-A.stp,guloso,,,,1783284519,0.014,1112,1112,
2026-07-05 17:48:57,../PCSPG-CRR\C05-A.stp,randomizado,0.1,30,,1783284519,0.322,1112,1117.86666666667,
2026-07-05 17:49:00,../PCSPG-CRR\C05-A.stp,reativo,0.1;0.2;0.3,300,30,1783284519,2.938,1101,1116.13,0.2
2026-07-05 17:49:00,../PCSPG-CRR\C05-B.stp,guloso,,,,1783284520,0.013,1600,1600,
2026-07-05 17:49:01,../PCSPG-CRR\C05-B.stp,randomizado,0.1,30,,1783284520,0.314,1574,1585.2,
2026-07-05 17:49:04,../PCSPG-CRR\C05-B.stp,reativo,0.1;0.2;0.3,300,30,1783284520,3.003,1572,1586.32,0.2
2026-07-05 17:49:04,../PCSPG-CRR\C06-A.stp,guloso,,,,1783284521,0.010,18,18,
2026-07-05 17:49:04,../PCSPG-CRR\C06-A.stp,randomizado,0.1,30,,1783284521,0.309,18,18,
2026-07-05 17:49:07,../PCSPG-CRR\C06-A.stp,reativo,0.1;0.2;0.3,300,30,1783284521,3.202,18,18,0.2
2026-07-05 17:49:07,../PCSPG-CRR\C06-B.stp,guloso,,,,1783284522,0.011,91,91,
2026-07-05 17:49:08,../PCSPG-CRR\C06-B.stp,randomizado,0.1,30,,1783284522,0.316,86,98.5666666666667,
2026-07-05 17:49:11,../PCSPG-CRR\C06-B.stp,reativo,0.1;0.2;0.3,300,30,1783284522,3.195,77,95.7233333333333,0.3
2026-07-05 17:49:11,../PCSPG-CRR\C07-A.stp,guloso,,,,1783284523,0.010,50,50,
2026-07-05 17:49:11,../PCSPG-CRR\C07-A.stp,randomizado,0.1,30,,1783284523,0.310,50,50,
2026-07-05 17:49:14,../PCSPG-CRR\C07-A.stp,reativo,0.1;0.2;0.3,300,30,1783284523,3.177,50,50,0.3
2026-07-05 17:49:14,../PCSPG-CRR\C07-B.stp,guloso,,,,1783284524,0.011,166,166,
2026-07-05 17:49:15,../PCSPG-CRR\C07-B.stp,randomizado,0.1,30,,1783284524,0.318,166,168.5,
2026-07-05 17:49:18,../PCSPG-CRR\C07-B.stp,reativo,0.1;0.2;0.3,300,30,1783284524,3.250,142,170.936666666667,0.3
2026-07-05 17:49:18,../PCSPG-CRR\C08-A.stp,guloso,,,,1783284525,0.014,406,406,
2026-07-05 17:49:18,../PCSPG-CRR\C08-A.stp,randomizado,0.1,30,,1783284525,0.319,391,400.733333333333,
2026-07-05 17:49:22,../PCSPG-CRR\C08-A.stp,reativo,0.1;0.2;0.3,300,30,1783284525,3.196,382,395.486666666667,0.3
2026-07-05 17:49:22,../PCSPG-CRR\C08-B.stp,guloso,,,,1783284526,0.011,622,622,
2026-07-05 17:49:22,../PCSPG-CRR\C08-B.stp,randomizado,0.1,30,,1783284526,0.326,618,624.4,
2026-07-05 17:49:25,../PCSPG-CRR\C08-B.stp,reativo,0.1;0.2;0.3,300,30,1783284526,3.283,590,617.896666666667,0.2
2026-07-05 17:49:25,../PCSPG-CRR\C09-A.stp,guloso,,,,1783284527,0.011,580,580,
2026-07-05 17:49:26,../PCSPG-CRR\C09-A.stp,randomizado,0.1,30,,1783284527,0.331,572,582.133333333333,
2026-07-05 17:49:29,../PCSPG-CRR\C09-A.stp,reativo,0.1;0.2;0.3,300,30,1783284527,3.218,562,578.58,0.3
2026-07-05 17:49:29,../PCSPG-CRR\C09-B.stp,guloso,,,,1783284528,0.011,830,830,
2026-07-05 17:49:29,../PCSPG-CRR\C09-B.stp,randomizado,0.1,30,,1783284528,0.322,796,817.8,
2026-07-05 17:49:33,../PCSPG-CRR\C09-B.stp,reativo,0.1;0.2;0.3,300,30,1783284528,3.296,770,811.963333333333,0.2
2026-07-05 17:49:33,../PCSPG-CRR\C10-A.stp,guloso,,,,1783284529,0.013,896,896,
2026-07-05 17:49:33,../PCSPG-CRR\C10-A.stp,randomizado,0.1,30,,1783284529,0.333,884,889.733333333333,
2026-07-05 17:49:36,../PCSPG-CRR\C10-A.stp,reativo,0.1;0.2;0.3,300,30,1783284529,3.246,875,890.706666666667,0.2
2026-07-05 17:49:36,../PCSPG-CRR\C10-B.stp,guloso,,,,1783284530,0.011,1112,1112,
2026-07-05 17:49:37,../PCSPG-CRR\C10-B.stp,randomizado,0.1,30,,1783284530,0.324,1109,1113.1,
2026-07-05 17:49:40,../PCSPG-CRR\C10-B.stp,reativo,0.1;0.2;0.3,300,30,1783284530,3.262,1102,1112.77666666667,0.3
2026-07-05 17:49:40,../PCSPG-CRR\C11-A.stp,guloso,,,,1783284531,0.013,18,18,
2026-07-05 17:49:41,../PCSPG-CRR\C11-A.stp,randomizado,0.1,30,,1783284531,0.377,18,18,
2026-07-05 17:49:44,../PCSPG-CRR\C11-A.stp,reativo,0.1;0.2;0.3,300,30,1783284531,3.736,18,18,0.3
2026-07-05 17:49:44,../PCSPG-CRR\C11-B.stp,guloso,,,,1783284532,0.013,60,60,
2026-07-05 17:49:45,../PCSPG-CRR\C11-B.stp,randomizado,0.1,30,,1783284532,0.385,43,53.7,
2026-07-05 17:49:49,../PCSPG-CRR\C11-B.stp,reativo,0.1;0.2;0.3,300,30,1783284532,3.802,37,49.6533333333333,0.3
2026-07-05 17:49:49,../PCSPG-CRR\C12-A.stp,guloso,,,,1783284533,0.012,42,42,
2026-07-05 17:49:49,../PCSPG-CRR\C12-A.stp,randomizado,0.1,30,,1783284533,0.372,39,41.5666666666667,
2026-07-05 17:49:53,../PCSPG-CRR\C12-A.stp,reativo,0.1;0.2;0.3,300,30,1783284533,3.821,39,41.3366666666667,0.1
2026-07-05 17:49:53,../PCSPG-CRR\C12-B.stp,guloso,,,,1783284534,0.013,74,74,
2026-07-05 17:49:53,../PCSPG-CRR\C12-B.stp,randomizado,0.1,30,,1783284534,0.364,62,78.6333333333333,
2026-07-05 17:49:57,../PCSPG-CRR\C12-B.stp,reativo,0.1;0.2;0.3,300,30,1783284534,3.860,59,73.8966666666667,0.2
2026-07-05 17:49:57,../PCSPG-CRR\C13-A.stp,guloso,,,,1783284535,0.014,281,281,
2026-07-05 17:49:58,../PCSPG-CRR\C13-A.stp,randomizado,0.1,30,,1783284535,0.376,269,281.433333333333,
2026-07-05 17:50:01,../PCSPG-CRR\C13-A.stp,reativo,0.1;0.2;0.3,300,30,1783284535,3.834,265,286.116666666667,0.2
2026-07-05 17:50:01,../PCSPG-CRR\C13-B.stp,guloso,,,,1783284536,0.013,312,312,
2026-07-05 17:50:02,../PCSPG-CRR\C13-B.stp,randomizado,0.1,30,,1783284536,0.384,299,311.633333333333,
2026-07-05 17:50:06,../PCSPG-CRR\C13-B.stp,reativo,0.1;0.2;0.3,300,30,1783284536,3.863,288,317.61,0.3
2026-07-05 17:50:06,../PCSPG-CRR\C14-A.stp,guloso,,,,1783284537,0.012,328,328,
2026-07-05 17:50:06,../PCSPG-CRR\C14-A.stp,randomizado,0.1,30,,1783284537,0.362,325,331.766666666667,
2026-07-05 17:50:10,../PCSPG-CRR\C14-A.stp,reativo,0.1;0.2;0.3,300,30,1783284537,3.885,321,340.79,0.2
2026-07-05 17:50:10,../PCSPG-CRR\C14-B.stp,guloso,,,,1783284538,0.013,356,356,
2026-07-05 17:50:11,../PCSPG-CRR\C14-B.stp,randomizado,0.1,30,,1783284538,0.368,351,362.166666666667,
2026-07-05 17:50:14,../PCSPG-CRR\C14-B.stp,reativo,0.1;0.2;0.3,300,30,1783284538,3.899,353,368.92,0.2
2026-07-05 17:50:15,../PCSPG-CRR\C15-A.stp,guloso,,,,1783284539,0.014,533,533,
2026-07-05 17:50:15,../PCSPG-CRR\C15-A.stp,randomizado,0.1,30,,1783284539,0.389,526,532.866666666667,
2026-07-05 17:50:19,../PCSPG-CRR\C15-A.stp,reativo,0.1;0.2;0.3,300,30,1783284539,3.967,524,539.013333333333,0.2
2026-07-05 17:50:19,../PCSPG-CRR\C15-B.stp,guloso,,,,1783284540,0.014,593,593,
2026-07-05 17:50:19,../PCSPG-CRR\C15-B.stp,randomizado,0.1,30,,1783284540,0.375,584,595.033333333333,
2026-07-05 17:50:23,../PCSPG-CRR\C15-B.stp,reativo,0.1;0.2;0.3,300,30,1783284540,3.939,585,596.88,0.2
2026-07-05 17:50:24,../PCSPG-CRR\C16-A.stp,guloso,,,,1783284541,0.021,14,14,
2026-07-05 17:50:24,../PCSPG-CRR\C16-A.stp,randomizado,0.1,30,,1783284541,0.606,13,16.1666666666667,
2026-07-05 17:50:30,../PCSPG-CRR\C16-A.stp,reativo,0.1;0.2;0.3,300,30,1783284541,6.142,12,16.33,0.1
2026-07-05 17:50:30,../PCSPG-CRR\C16-B.stp,guloso,,,,1783284542,0.020,16,16,
2026-07-05 17:50:31,../PCSPG-CRR\C16-B.stp,randomizado,0.1,30,,1783284542,0.621,12,17.7,
2026-07-05 17:50:37,../PCSPG-CRR\C16-B.stp,reativo,0.1;0.2;0.3,300,30,1783284542,6.188,12,19.1933333333333,0.3
2026-07-05 17:50:37,../PCSPG-CRR\C17-A.stp,guloso,,,,1783284543,0.021,31,31,
2026-07-05 17:50:38,../PCSPG-CRR\C17-A.stp,randomizado,0.1,30,,1783284543,0.615,23,28.5666666666667,
2026-07-05 17:50:44,../PCSPG-CRR\C17-A.stp,reativo,0.1;0.2;0.3,300,30,1783284543,6.172,19,30.0533333333333,0.1
2026-07-05 17:50:44,../PCSPG-CRR\C17-B.stp,guloso,,,,1783284544,0.022,32,32,
2026-07-05 17:50:45,../PCSPG-CRR\C17-B.stp,randomizado,0.1,30,,1783284544,0.608,25,31.3666666666667,
2026-07-05 17:50:51,../PCSPG-CRR\C17-B.stp,reativo,0.1;0.2;0.3,300,30,1783284544,6.193,21,30.5966666666667,0.2
2026-07-05 17:50:51,../PCSPG-CRR\C18-A.stp,guloso,,,,1783284545,0.021,150,150,
2026-07-05 17:50:52,../PCSPG-CRR\C18-A.stp,randomizado,0.1,30,,1783284545,0.617,139,146.4,
2026-07-05 17:50:58,../PCSPG-CRR\C18-A.stp,reativo,0.1;0.2;0.3,300,30,1783284545,6.166,127,144.756666666667,0.3
2026-07-05 17:50:58,../PCSPG-CRR\C18-B.stp,guloso,,,,1783284546,0.020,151,151,
2026-07-05 17:50:59,../PCSPG-CRR\C18-B.stp,randomizado,0.1,30,,1783284546,0.605,137,149.1,
2026-07-05 17:51:05,../PCSPG-CRR\C18-B.stp,reativo,0.1;0.2;0.3,300,30,1783284546,6.271,129,142.61,0.3
2026-07-05 17:51:05,../PCSPG-CRR\C19-A.stp,guloso,,,,1783284547,0.020,188,188,
2026-07-05 17:51:06,../PCSPG-CRR\C19-A.stp,randomizado,0.1,30,,1783284547,0.611,177,184.566666666667,
2026-07-05 17:51:12,../PCSPG-CRR\C19-A.stp,reativo,0.1;0.2;0.3,300,30,1783284547,6.297,166,183.333333333333,0.3
2026-07-05 17:51:12,../PCSPG-CRR\C19-B.stp,guloso,,,,1783284548,0.021,181,181,
2026-07-05 17:51:13,../PCSPG-CRR\C19-B.stp,randomizado,0.1,30,,1783284548,0.619,174,184.733333333333,
2026-07-05 17:51:19,../PCSPG-CRR\C19-B.stp,reativo,0.1;0.2;0.3,300,30,1783284548,6.208,168,181.156666666667,0.3
2026-07-05 17:51:19,../PCSPG-CRR\C20-A.stp,guloso,,,,1783284549,0.021,296,296,
2026-07-05 17:51:20,../PCSPG-CRR\C20-A.stp,randomizado,0.1,30,,1783284549,0.642,295,304.7,
2026-07-05 17:51:26,../PCSPG-CRR\C20-A.stp,reativo,0.1;0.2;0.3,300,30,1783284549,6.288,289,304.003333333333,0.3
2026-07-05 17:51:26,../PCSPG-CRR\C20-B.stp,guloso,,,,1783284550,0.021,312,312,
2026-07-05 17:51:27,../PCSPG-CRR\C20-B.stp,randomizado,0.1,30,,1783284550,0.629,295,308.533333333333,
2026-07-05 17:51:33,../PCSPG-CRR\C20-B.stp,reativo,0.1;0.2;0.3,300,30,1783284550,6.304,290,303.903333333333,0.3
2026-07-05 17:51:33,../PCSPG-CRR\D01-A.stp,guloso,,,,1783284551,0.036,18,18,
2026-07-05 17:51:34,../PCSPG-CRR\D01-A.stp,randomizado,0.1,30,,1783284551,1.045,18,18,
2026-07-05 17:51:45,../PCSPG-CRR\D01-A.stp,reativo,0.1;0.2;0.3,300,30,1783284551,10.592,18,18,0.3
2026-07-05 17:51:45,../PCSPG-CRR\D01-B.stp,guloso,,,,1783284552,0.035,143,143,
2026-07-05 17:51:46,../PCSPG-CRR\D01-B.stp,randomizado,0.1,30,,1783284552,1.074,143,143.833333333333,
2026-07-05 17:51:57,../PCSPG-CRR\D01-B.stp,reativo,0.1;0.2;0.3,300,30,1783284552,10.744,132,142.806666666667,0.3
2026-07-05 17:51:57,../PCSPG-CRR\D02-A.stp,guloso,,,,1783284553,0.036,50,50,
2026-07-05 17:51:58,../PCSPG-CRR\D02-A.stp,randomizado,0.1,30,,1783284553,1.047,50,50,
2026-07-05 17:52:08,../PCSPG-CRR\D02-A.stp,reativo,0.1;0.2;0.3,300,30,1783284553,10.525,50,50,0.2
2026-07-05 17:52:09,../PCSPG-CRR\D02-B.stp,guloso,,,,1783284554,0.034,336,336,
2026-07-05 17:52:10,../PCSPG-CRR\D02-B.stp,randomizado,0.1,30,,1783284554,1.039,297,332.5,
2026-07-05 17:52:20,../PCSPG-CRR\D02-B.stp,reativo,0.1;0.2;0.3,300,30,1783284554,10.422,272,325.55,0.3
2026-07-05 17:52:20,../PCSPG-CRR\D03-A.stp,guloso,,,,1783284555,0.036,827,827,
2026-07-05 17:52:21,../PCSPG-CRR\D03-A.stp,randomizado,0.1,30,,1783284555,1.065,823,826.2,
2026-07-05 17:52:32,../PCSPG-CRR\D03-A.stp,reativo,0.1;0.2;0.3,300,30,1783284555,10.679,815,826.153333333333,0.3
2026-07-05 17:52:32,../PCSPG-CRR\D03-B.stp,guloso,,,,1783284556,0.037,1776,1776,
2026-07-05 17:52:33,../PCSPG-CRR\D03-B.stp,randomizado,0.1,30,,1783284556,1.054,1766,1777.83333333333,
2026-07-05 17:52:44,../PCSPG-CRR\D03-B.stp,reativo,0.1;0.2;0.3,300,30,1783284556,10.673,1745,1775.73666666667,0.3
2026-07-05 17:52:44,../PCSPG-CRR\D04-A.stp,guloso,,,,1783284557,0.036,1215,1215,
2026-07-05 17:52:45,../PCSPG-CRR\D04-A.stp,randomizado,0.1,30,,1783284557,1.024,1215,1215,
2026-07-05 17:52:55,../PCSPG-CRR\D04-A.stp,reativo,0.1;0.2;0.3,300,30,1783284557,10.517,1208,1215.58666666667,0.3
2026-07-05 17:52:56,../PCSPG-CRR\D04-B.stp,guloso,,,,1783284558,0.037,2070,2070,
2026-07-05 17:52:57,../PCSPG-CRR\D04-B.stp,randomizado,0.1,30,,1783284558,1.106,2044,2068.36666666667,
2026-07-05 17:53:07,../PCSPG-CRR\D04-B.stp,reativo,0.1;0.2;0.3,300,30,1783284558,10.737,2041,2064.76,0.3
2026-07-05 17:53:08,../PCSPG-CRR\D05-A.stp,guloso,,,,1783284559,0.036,2203,2203,
2026-07-05 17:53:09,../PCSPG-CRR\D05-A.stp,randomizado,0.1,30,,1783284559,1.037,2191,2198.03333333333,
2026-07-05 17:53:19,../PCSPG-CRR\D05-A.stp,reativo,0.1;0.2;0.3,300,30,1783284559,10.521,2190,2199.52333333333,0.2
2026-07-05 17:53:19,../PCSPG-CRR\D05-B.stp,guloso,,,,1783284560,0.045,3255,3255,
2026-07-05 17:53:21,../PCSPG-CRR\D05-B.stp,randomizado,0.1,30,,1783284560,1.183,3243,3253.63333333333,
2026-07-05 17:53:31,../PCSPG-CRR\D05-B.stp,reativo,0.1;0.2;0.3,300,30,1783284560,10.728,3237,3253.79,0.3
2026-07-05 17:53:32,../PCSPG-CRR\D06-A.stp,guloso,,,,1783284561,0.039,18,18,
2026-07-05 17:53:33,../PCSPG-CRR\D06-A.stp,randomizado,0.1,30,,1783284561,1.147,18,18,
2026-07-05 17:53:44,../PCSPG-CRR\D06-A.stp,reativo,0.1;0.2;0.3,300,30,1783284561,11.433,18,18,0.1
2026-07-05 17:53:44,../PCSPG-CRR\D06-B.stp,guloso,,,,1783284562,0.038,111,111,
2026-07-05 17:53:45,../PCSPG-CRR\D06-B.stp,randomizado,0.1,30,,1783284562,1.123,111,117.733333333333,
2026-07-05 17:53:57,../PCSPG-CRR\D06-B.stp,reativo,0.1;0.2;0.3,300,30,1783284562,11.400,88,108.853333333333,0.2
2026-07-05 17:53:57,../PCSPG-CRR\D07-A.stp,guloso,,,,1783284563,0.038,50,50,
2026-07-05 17:53:58,../PCSPG-CRR\D07-A.stp,randomizado,0.1,30,,1783284563,1.161,50,50,
2026-07-05 17:54:09,../PCSPG-CRR\D07-A.stp,reativo,0.1;0.2;0.3,300,30,1783284563,11.324,50,50,0.2
2026-07-05 17:54:10,../PCSPG-CRR\D07-B.stp,guloso,,,,1783284564,0.041,264,264,
2026-07-05 17:54:11,../PCSPG-CRR\D07-B.stp,randomizado,0.1,30,,1783284564,1.122,232,248.9,
2026-07-05 17:54:22,../PCSPG-CRR\D07-B.stp,reativo,0.1;0.2;0.3,300,30,1783284564,11.383,185,238.783333333333,0.2
2026-07-05 17:54:22,../PCSPG-CRR\D08-A.stp,guloso,,,,1783284565,0.038,796,796,
2026-07-05 17:54:23,../PCSPG-CRR\D08-A.stp,randomizado,0.1,30,,1783284565,1.146,789,801.4,
2026-07-05 17:54:35,../PCSPG-CRR\D08-A.stp,reativo,0.1;0.2;0.3,300,30,1783284565,11.390,783,801.89,0.2
2026-07-05 17:54:35,../PCSPG-CRR\D08-B.stp,guloso,,,,1783284566,0.038,1240,1240,
2026-07-05 17:54:36,../PCSPG-CRR\D08-B.stp,randomizado,0.1,30,,1783284566,1.142,1222,1243.4,
2026-07-05 17:54:47,../PCSPG-CRR\D08-B.stp,reativo,0.1;0.2;0.3,300,30,1783284566,11.510,1205,1239.35333333333,0.2
2026-07-05 17:54:48,../PCSPG-CRR\D09-A.stp,guloso,,,,1783284567,0.040,1145,1145,
2026-07-05 17:54:49,../PCSPG-CRR\D09-A.stp,randomizado,0.1,30,,1783284567,1.161,1126,1141.1,
2026-07-05 17:55:00,../PCSPG-CRR\D09-A.stp,reativo,0.1;0.2;0.3,300,30,1783284567,11.370,1116,1138.39,0.3
2026-07-05 17:55:00,../PCSPG-CRR\D09-B.stp,guloso,,,,1783284568,0.052,1625,1625,
2026-07-05 17:55:01,../PCSPG-CRR\D09-B.stp,randomizado,0.1,30,,1783284568,1.155,1605,1627.6,
2026-07-05 17:55:13,../PCSPG-CRR\D09-B.stp,reativo,0.1;0.2;0.3,300,30,1783284568,11.491,1592,1624.85,0.1
2026-07-05 17:55:13,../PCSPG-CRR\D10-A.stp,guloso,,,,1783284569,0.042,1729,1729,
2026-07-05 17:55:14,../PCSPG-CRR\D10-A.stp,randomizado,0.1,30,,1783284569,1.131,1719,1735.26666666667,
2026-07-05 17:55:26,../PCSPG-CRR\D10-A.stp,reativo,0.1;0.2;0.3,300,30,1783284569,11.437,1717,1733.57666666667,0.2
2026-07-05 17:55:26,../PCSPG-CRR\D10-B.stp,guloso,,,,1783284570,0.043,2199,2199,
2026-07-05 17:55:27,../PCSPG-CRR\D10-B.stp,randomizado,0.1,30,,1783284570,1.129,2184,2197.33333333333,
2026-07-05 17:55:39,../PCSPG-CRR\D10-B.stp,reativo,0.1;0.2;0.3,300,30,1783284570,11.647,2179,2194.73333333333,0.3
2026-07-05 17:55:39,../PCSPG-CRR\D11-A.stp,guloso,,,,1783284571,0.046,18,18,
2026-07-05 17:55:41,../PCSPG-CRR\D11-A.stp,randomizado,0.1,30,,1783284571,1.264,18,18,
2026-07-05 17:55:54,../PCSPG-CRR\D11-A.stp,reativo,0.1;0.2;0.3,300,30,1783284571,13.149,18,18,0.3
2026-07-05 17:55:54,../PCSPG-CRR\D11-B.stp,guloso,,,,1783284572,0.042,64,64,
2026-07-05 17:55:55,../PCSPG-CRR\D11-B.stp,randomizado,0.1,30,,1783284572,1.283,43,64.9666666666667,
2026-07-05 17:56:09,../PCSPG-CRR\D11-B.stp,reativo,0.1;0.2;0.3,300,30,1783284572,13.371,39,58.81,0.2
2026-07-05 17:56:09,../PCSPG-CRR\D12-A.stp,guloso,,,,1783284573,0.043,48,48,
2026-07-05 17:56:10,../PCSPG-CRR\D12-A.stp,randomizado,0.1,30,,1783284573,1.284,46,47.7,
2026-07-05 17:56:23,../PCSPG-CRR\D12-A.stp,reativo,0.1;0.2;0.3,300,30,1783284573,13.092,44,47.8266666666667,0.3
2026-07-05 17:56:23,../PCSPG-CRR\D12-B.stp,guloso,,,,1783284574,0.043,73,73,
2026-07-05 17:56:24,../PCSPG-CRR\D12-B.stp,randomizado,0.1,30,,1783284574,1.259,54,66.2333333333333,
2026-07-05 17:56:37,../PCSPG-CRR\D12-B.stp,reativo,0.1;0.2;0.3,300,30,1783284574,13.129,49,70.4266666666667,0.3
2026-07-05 17:56:38,../PCSPG-CRR\D13-A.stp,guloso,,,,1783284575,0.044,518,518,
2026-07-05 17:56:39,../PCSPG-CRR\D13-A.stp,randomizado,0.1,30,,1783284575,1.304,511,525.066666666667,
2026-07-05 17:56:52,../PCSPG-CRR\D13-A.stp,reativo,0.1;0.2;0.3,300,30,1783284575,13.169,500,533.296666666667,0.2
2026-07-05 17:56:52,../PCSPG-CRR\D13-B.stp,guloso,,,,1783284576,0.044,585,585,
2026-07-05 17:56:53,../PCSPG-CRR\D13-B.stp,randomizado,0.1,30,,1783284576,1.263,560,576.233333333333,
2026-07-05 17:57:07,../PCSPG-CRR\D13-B.stp,reativo,0.1;0.2;0.3,300,30,1783284576,13.473,566,594.846666666667,0.1
2026-07-05 17:57:07,../PCSPG-CRR\D14-A.stp,guloso,,,,1783284577,0.056,671,671,
2026-07-05 17:57:09,../PCSPG-CRR\D14-A.stp,randomizado,0.1,30,,1783284577,1.328,658,671.666666666667,
2026-07-05 17:57:22,../PCSPG-CRR\D14-A.stp,reativo,0.1;0.2;0.3,300,30,1783284577,13.325,651,687.913333333333,0.1
2026-07-05 17:57:22,../PCSPG-CRR\D14-B.stp,guloso,,,,1783284578,0.045,772,772,
2026-07-05 17:57:23,../PCSPG-CRR\D14-B.stp,randomizado,0.1,30,,1783284578,1.298,738,752.133333333333,
2026-07-05 17:57:37,../PCSPG-CRR\D14-B.stp,reativo,0.1;0.2;0.3,300,30,1783284578,13.663,738,763.506666666667,0.1
2026-07-05 17:57:37,../PCSPG-CRR\D15-A.stp,guloso,,,,1783284579,0.044,1102,1102,
2026-07-05 17:57:39,../PCSPG-CRR\D15-A.stp,randomizado,0.1,30,,1783284579,1.303,1090,1103.5,
2026-07-05 17:57:52,../PCSPG-CRR\D15-A.stp,reativo,0.1;0.2;0.3,300,30,1783284579,13.529,1091,1119.22666666667,0.1
2026-07-05 17:57:53,../PCSPG-CRR\D15-B.stp,guloso,,,,1783284580,0.044,1168,1168,
2026-07-05 17:57:54,../PCSPG-CRR\D15-B.stp,randomizado,0.1,30,,1783284580,1.306,1165,1175,
2026-07-05 17:58:07,../PCSPG-CRR\D15-B.stp,reativo,0.1;0.2;0.3,300,30,1783284580,13.433,1162,1182.22333333333,0.1
2026-07-05 17:58:08,../PCSPG-CRR\D16-A.stp,guloso,,,,1783284581,0.061,15,15,
2026-07-05 17:58:10,../PCSPG-CRR\D16-A.stp,randomizado,0.1,30,,1783284581,1.835,14,16.1666666666667,
2026-07-05 17:58:29,../PCSPG-CRR\D16-A.stp,reativo,0.1;0.2;0.3,300,30,1783284581,19.126,13,16.8666666666667,0.2
2026-07-05 17:58:29,../PCSPG-CRR\D16-B.stp,guloso,,,,1783284582,0.063,22,22,
2026-07-05 17:58:31,../PCSPG-CRR\D16-B.stp,randomizado,0.1,30,,1783284582,1.899,16,21.9666666666667,
2026-07-05 17:58:49,../PCSPG-CRR\D16-B.stp,reativo,0.1;0.2;0.3,300,30,1783284582,18.622,14,22.4633333333333,0.1
2026-07-05 17:58:50,../PCSPG-CRR\D17-A.stp,guloso,,,,1783284583,0.061,41,41,
2026-07-05 17:58:52,../PCSPG-CRR\D17-A.stp,randomizado,0.1,30,,1783284583,1.881,30,37.0333333333333,
2026-07-05 17:59:10,../PCSPG-CRR\D17-A.stp,reativo,0.1;0.2;0.3,300,30,1783284583,18.776,27,37.87,0.1
2026-07-05 17:59:10,../PCSPG-CRR\D17-B.stp,guloso,,,,1783284584,0.062,39,39,
2026-07-05 17:59:12,../PCSPG-CRR\D17-B.stp,randomizado,0.1,30,,1783284584,1.840,32,41.0666666666667,
2026-07-05 17:59:31,../PCSPG-CRR\D17-B.stp,reativo,0.1;0.2;0.3,300,30,1783284584,18.734,29,42.6033333333333,0.1
